run_id,topology,select_prob,env_scalar,use_ecm,rep,seed,generations_run,final_mean_fitness,late_mean_fitness,late_frac_high,final_peaks_colonized
ring_lattice_sp1.0_env0.5_ecm0_06,ring_lattice,1.0,0.5,0,6,1787568139,300,0.62217,0.62428,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_06,ring_lattice,1.0,0.5,1,6,2215424052,300,0.62093,0.61132,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_06,ring_lattice,1.0,1.0,0,6,3362408833,300,0.49237,0.46999,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_06,ring_lattice,1.0,1.0,1,6,1934644225,300,0.51406,0.50054,0.0,0
complete_sp1.0_env0.5_ecm1_06,complete,1.0,0.5,1,6,1002062356,300,0.89308,0.89164,0.4657,0
ring_lattice_sp0.0_env0.0_ecm1_06,ring_lattice,0.0,0.0,1,6,2186311774,300,0.1071,0.10016,0.0,0
complete_sp1.0_env0.0_ecm0_07,complete,1.0,0.0,0,7,3138003945,87,1.0,0.70385,0.2247,1
complete_sp0.5_env0.0_ecm1_06,complete,0.5,0.0,1,6,3873964223,300,0.9223,0.92981,0.7261,1
complete_sp0.5_env0.0_ecm0_07,complete,0.5,0.0,0,7,3417455710,300,0.9212,0.92282,0.7112,1
complete_sp0.0_env0.0_ecm0_07,complete,0.0,0.0,0,7,3179051152,300,0.09702,0.09963,0.0,0
complete_sp1.0_env1.0_ecm1_06,complete,1.0,1.0,1,6,618488842,300,0.92455,0.88103,0.4438,1
complete_sp1.0_env0.5_ecm0_07,complete,1.0,0.5,0,7,3504631777,300,0.87542,0.86634,0.4147,0
complete_sp1.0_env0.0_ecm1_07,complete,1.0,0.0,1,7,3068368160,300,0.975,0.975,1.0,0
small_world_sp1.0_env0.0_ecm1_07,small_world,1.0,0.0,1,7,3842132286,300,0.91667,0.90015,0.7212,0
complete_sp1.0_env1.0_ecm0_07,complete,1.0,1.0,0,7,2092025265,300,0.87124,0.85969,0.2346,0
small_world_sp1.0_env0.0_ecm0_07,small_world,1.0,0.0,0,7,2417890146,300,0.90833,0.86272,0.2347,0
small_world_sp0.5_env0.0_ecm0_07,small_world,0.5,0.0,0,7,3149309782,300,0.58787,0.58453,0.0,0
complete_sp0.0_env0.0_ecm1_05,complete,0.0,0.0,1,5,387413615,300,0.12496,0.10973,0.0,0
small_world_sp0.0_env0.0_ecm0_07,small_world,0.0,0.0,0,7,1816030478,300,0.10615,0.10281,0.0,0
small_world_sp0.5_env0.0_ecm1_07,small_world,0.5,0.0,1,7,3290707580,300,0.56589,0.54504,0.0,0
small_world_sp1.0_env0.5_ecm0_07,small_world,1.0,0.5,0,7,3901529040,300,0.64325,0.62523,0.0,0
small_world_sp1.0_env0.5_ecm1_07,small_world,1.0,0.5,1,7,532407725,300,0.69908,0.68147,0.0,0
small_world_sp1.0_env1.0_ecm0_07,small_world,1.0,1.0,0,7,3011766841,300,0.51048,0.49549,0.0,0
small_world_sp1.0_env1.0_ecm1_07,small_world,1.0,1.0,1,7,2017013755,300,0.57595,0.57128,0.0,0
complete_sp1.0_env0.5_ecm1_07,complete,1.0,0.5,1,7,921867639,300,0.92982,0.93409,0.7734,0
ring_lattice_sp1.0_env0.0_ecm0_07,ring_lattice,1.0,0.0,0,7,5692209,300,0.9015,0.84991,0.0732,0
ring_lattice_sp0.5_env0.0_ecm0_07,ring_lattice,0.5,0.0,0,7,4172085427,300,0.5724,0.5608,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_07,ring_lattice,1.0,0.0,1,7,4019438436,300,0.89913,0.87549,0.0108,0
small_world_sp0.0_env0.0_ecm1_07,small_world,0.0,0.0,1,7,3112694668,300,0.1063,0.10537,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_07,ring_lattice,0.0,0.0,0,7,2080468166,300,0.09439,0.10093,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_07,ring_lattice,1.0,0.5,0,7,2073927286,300,0.63383,0.60593,0.0,0
complete_sp0.5_env0.0_ecm1_07,complete,0.5,0.0,1,7,3403968587,300,0.92206,0.93121,0.7261,1
ring_lattice_sp1.0_env1.0_ecm0_07,ring_lattice,1.0,1.0,0,7,2315465892,300,0.49838,0.48793,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_07,ring_lattice,0.5,0.0,1,7,2133933631,300,0.67678,0.63508,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_07,ring_lattice,1.0,0.5,1,7,3855978454,300,0.74269,0.68894,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_07,ring_lattice,1.0,1.0,1,7,1532359520,300,0.54642,0.52738,0.0,0
complete_sp1.0_env0.0_ecm0_08,complete,1.0,0.0,0,8,1862683395,80,1.0,0.7081,0.1768,1
ring_lattice_sp0.0_env0.0_ecm1_07,ring_lattice,0.0,0.0,1,7,2042102732,300,0.10555,0.10671,0.0,0
complete_sp1.0_env0.0_ecm1_08,complete,1.0,0.0,1,8,4027291352,81,1.0,0.72503,0.2156,1
complete_sp0.0_env0.0_ecm0_08,complete,0.0,0.0,0,8,102831430,300,0.10316,0.1026,0.0,0
complete_sp0.5_env0.0_ecm0_08,complete,0.5,0.0,0,8,4285123067,300,0.90597,0.92414,0.7039,1
complete_sp1.0_env1.0_ecm1_07,complete,1.0,1.0,1,7,2754331223,300,0.79256,0.80249,0.0,0
complete_sp1.0_env0.5_ecm0_08,complete,1.0,0.5,0,8,2613247774,300,0.95223,0.95336,0.8994,1
complete_sp1.0_env1.0_ecm0_08,complete,1.0,1.0,0,8,1093003599,300,0.88522,0.85759,0.2906,0
small_world_sp1.0_env0.0_ecm0_08,small_world,1.0,0.0,0,8,4233941240,300,0.9,0.87842,0.0,0
small_world_sp1.0_env0.0_ecm1_08,small_world,1.0,0.0,1,8,3039330374,300,0.93333,0.9034,0.5639,0
small_world_sp0.5_env0.0_ecm0_08,small_world,0.5,0.0,0,8,745615053,300,0.63865,0.62412,0.0,0
small_world_sp0.5_env0.0_ecm1_08,small_world,0.5,0.0,1,8,70096597,300,0.64011,0.60982,0.0,0
small_world_sp0.0_env0.0_ecm0_08,small_world,0.0,0.0,0,8,3482040788,300,0.10351,0.10568,0.0,0
complete_sp0.0_env0.0_ecm1_06,complete,0.0,0.0,1,6,3121063777,300,0.11398,0.10461,0.0,0
small_world_sp1.0_env0.5_ecm0_08,small_world,1.0,0.5,0,8,3744867220,300,0.64783,0.63231,0.0,0
small_world_sp1.0_env0.5_ecm1_08,small_world,1.0,0.5,1,8,1277383644,300,0.64983,0.6451,0.0,0
small_world_sp1.0_env1.0_ecm0_08,small_world,1.0,1.0,0,8,35224590,300,0.4794,0.47634,0.0,0
small_world_sp0.0_env0.0_ecm1_08,small_world,0.0,0.0,1,8,3999908779,300,0.10188,0.1028,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_08,ring_lattice,1.0,0.0,0,8,3360044155,300,0.90208,0.85673,0.0429,0
ring_lattice_sp1.0_env0.0_ecm1_08,ring_lattice,1.0,0.0,1,8,3637530659,300,0.86633,0.84041,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_08,ring_lattice,0.5,0.0,0,8,4216301192,300,0.59554,0.56403,0.0,0
small_world_sp1.0_env1.0_ecm1_08,small_world,1.0,1.0,1,8,936712973,300,0.57125,0.54952,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_08,ring_lattice,0.0,0.0,0,8,2896278966,300,0.09625,0.10276,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_08,ring_lattice,0.5,0.0,1,8,1561909981,300,0.5906,0.55164,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_08,ring_lattice,1.0,0.5,0,8,2950887133,300,0.61651,0.57516,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_08,ring_lattice,1.0,0.5,1,8,421638841,300,0.65261,0.63607,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_08,ring_lattice,1.0,1.0,0,8,744576800,300,0.47306,0.46252,0.0,0
complete_sp1.0_env0.5_ecm1_08,complete,1.0,0.5,1,8,1705927790,300,0.95028,0.95668,0.8899,1
ring_lattice_sp0.0_env0.0_ecm1_08,ring_lattice,0.0,0.0,1,8,4133332874,300,0.10012,0.1025,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_08,ring_lattice,1.0,1.0,1,8,2699711477,300,0.48044,0.47598,0.0,0
complete_sp0.5_env0.0_ecm1_08,complete,0.5,0.0,1,8,1452659301,300,0.91456,0.92609,0.7143,1
complete_sp1.0_env0.0_ecm0_09,complete,1.0,0.0,0,9,1633993065,85,1.0,0.70301,0.1908,1
complete_sp0.0_env0.0_ecm0_09,complete,0.0,0.0,0,9,1071747839,300,0.0896,0.0981,0.0,0
complete_sp0.5_env0.0_ecm0_09,complete,0.5,0.0,0,9,3315798038,300,0.87259,0.84683,0.5632,0
complete_sp1.0_env1.0_ecm1_08,complete,1.0,1.0,1,8,609139593,300,0.92327,0.91801,0.6805,1
complete_sp1.0_env0.5_ecm0_09,complete,1.0,0.5,0,9,2099714745,300,0.94394,0.93075,0.6975,0
complete_sp1.0_env0.0_ecm1_09,complete,1.0,0.0,1,9,42497814,300,0.90833,0.90833,1.0,0
complete_sp0.0_env0.0_ecm1_07,complete,0.0,0.0,1,7,1888723226,300,0.10515,0.09643,0.0,0
small_world_sp1.0_env0.0_ecm0_09,small_world,1.0,0.0,0,9,715380783,300,0.89167,0.85844,0.0,0
small_world_sp1.0_env0.0_ecm1_09,small_world,1.0,0.0,1,9,2176152095,300,0.95,0.89091,0.2834,0
small_world_sp0.5_env0.0_ecm0_09,small_world,0.5,0.0,0,9,57994470,300,0.62879,0.5836,0.0,0
small_world_sp0.5_env0.0_ecm1_09,small_world,0.5,0.0,1,9,203201353,300,0.6325,0.61481,0.0,0
small_world_sp0.0_env0.0_ecm0_09,small_world,0.0,0.0,0,9,874684125,300,0.09726,0.09989,0.0,0
complete_sp1.0_env1.0_ecm0_09,complete,1.0,1.0,0,9,3757451810,300,0.89805,0.90353,0.6223,1
small_world_sp1.0_env0.5_ecm0_09,small_world,1.0,0.5,0,9,357951598,300,0.64221,0.6345,0.0,0
small_world_sp1.0_env0.5_ecm1_09,small_world,1.0,0.5,1,9,1894844151,300,0.73279,0.71531,0.0,0
small_world_sp1.0_env1.0_ecm0_09,small_world,1.0,1.0,0,9,1279758062,300,0.49974,0.49363,0.0,0
small_world_sp0.0_env0.0_ecm1_09,small_world,0.0,0.0,1,9,2901550402,300,0.09826,0.10454,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_09,ring_lattice,1.0,0.0,0,9,4245691628,300,0.91575,0.85617,0.2088,0
small_world_sp1.0_env1.0_ecm1_09,small_world,1.0,1.0,1,9,1783710756,300,0.58011,0.57326,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_09,ring_lattice,0.5,0.0,0,9,749363098,300,0.59283,0.55307,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_09,ring_lattice,1.0,0.0,1,9,1717439824,300,0.90258,0.84549,0.0276,0
ring_lattice_sp0.0_env0.0_ecm0_09,ring_lattice,0.0,0.0,0,9,2881634214,300,0.10013,0.10106,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_09,ring_lattice,0.5,0.0,1,9,534041034,300,0.67207,0.65246,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_09,ring_lattice,1.0,0.5,0,9,2394256108,300,0.62788,0.60708,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_09,ring_lattice,1.0,0.5,1,9,2418832121,300,0.78529,0.7572,0.0,0
complete_sp1.0_env0.5_ecm1_09,complete,1.0,0.5,1,9,1945546546,300,0.88718,0.85993,0.2589,0
ring_lattice_sp1.0_env1.0_ecm0_09,ring_lattice,1.0,1.0,0,9,493249317,300,0.50354,0.48685,0.0,0
complete_sp1.0_env0.0_ecm0_10,complete,1.0,0.0,0,10,86457422,80,1.0,0.71294,0.2022,1
ring_lattice_sp0.0_env0.0_ecm1_09,ring_lattice,0.0,0.0,1,9,257411668,300,0.10387,0.1052,0.0,0
complete_sp0.5_env0.0_ecm1_09,complete,0.5,0.0,1,9,1881473825,300,0.94944,0.92805,0.7177,1
ring_lattice_sp1.0_env1.0_ecm1_09,ring_lattice,1.0,1.0,1,9,847339214,300,0.49601,0.49444,0.0,0
complete_sp0.0_env0.0_ecm0_10,complete,0.0,0.0,0,10,276591760,300,0.10549,0.10741,0.0,0
complete_sp1.0_env0.0_ecm1_10,complete,1.0,0.0,1,10,1056621481,76,1.0,0.72575,0.3176,1
complete_sp0.5_env0.0_ecm0_10,complete,0.5,0.0,0,10,1310015095,300,0.90804,0.92438,0.7133,1
complete_sp1.0_env1.0_ecm1_09,complete,1.0,1.0,1,9,3801097565,300,0.89291,0.89628,0.528,0
complete_sp1.0_env0.5_ecm0_10,complete,1.0,0.5,0,10,2929574942,300,0.90487,0.90649,0.7158,0
small_world_sp1.0_env0.0_ecm1_10,small_world,1.0,0.0,1,10,2504795995,300,0.73333,0.72823,0.0,0
small_world_sp1.0_env0.0_ecm0_10,small_world,1.0,0.0,0,10,1557221805,300,0.95508,0.92123,0.6636,1
complete_sp1.0_env1.0_ecm0_10,complete,1.0,1.0,0,10,3108603448,300,0.90159,0.87628,0.4608,1
small_world_sp0.5_env0.0_ecm0_10,small_world,0.5,0.0,0,10,244729743,300,0.62285,0.6097,0.0,0
small_world_sp0.5_env0.0_ecm1_10,small_world,0.5,0.0,1,10,4155981303,300,0.70657,0.67261,0.0,0
small_world_sp0.0_env0.0_ecm0_10,small_world,0.0,0.0,0,10,1448261233,300,0.10477,0.10402,0.0,0
complete_sp0.0_env0.0_ecm1_08,complete,0.0,0.0,1,8,2696343025,300,0.10038,0.10367,0.0,0
small_world_sp1.0_env0.5_ecm0_10,small_world,1.0,0.5,0,10,3793568625,300,0.66118,0.63054,0.0,0
small_world_sp1.0_env0.5_ecm1_10,small_world,1.0,0.5,1,10,2682469479,300,0.76314,0.72636,0.0,0
small_world_sp1.0_env1.0_ecm0_10,small_world,1.0,1.0,0,10,1257668555,300,0.45738,0.43156,0.0,0
small_world_sp1.0_env1.0_ecm1_10,small_world,1.0,1.0,1,10,4117591690,300,0.49648,0.50358,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_10,ring_lattice,1.0,0.0,1,10,1401640662,300,0.85833,0.85025,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_10,ring_lattice,1.0,0.0,0,10,2916591840,300,0.925,0.91834,0.9419,0
small_world_sp0.0_env0.0_ecm1_10,small_world,0.0,0.0,1,10,1417747884,300,0.0944,0.09867,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_10,ring_lattice,0.5,0.0,0,10,3629219133,300,0.59952,0.55542,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_10,ring_lattice,0.0,0.0,0,10,2511431089,300,0.10233,0.09908,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_10,ring_lattice,0.5,0.0,1,10,3778483800,300,0.64045,0.60521,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_10,ring_lattice,1.0,0.5,1,10,2472356153,300,0.74144,0.71776,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_10,ring_lattice,1.0,0.5,0,10,1280022309,300,0.59501,0.58294,0.0,0
complete_sp0.5_env0.0_ecm1_10,complete,0.5,0.0,1,10,1107157194,300,0.91911,0.93012,0.728,1
ring_lattice_sp1.0_env1.0_ecm0_10,ring_lattice,1.0,1.0,0,10,274411938,300,0.45603,0.45182,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_10,ring_lattice,0.0,0.0,1,10,104364390,300,0.10405,0.09753,0.0,0
complete_sp1.0_env0.5_ecm1_10,complete,1.0,0.5,1,10,1388355511,300,0.96291,0.95788,0.8965,1
ring_lattice_sp1.0_env1.0_ecm1_10,ring_lattice,1.0,1.0,1,10,3788850127,300,0.52565,0.51771,0.0,0
complete_sp0.0_env0.0_ecm1_09,complete,0.0,0.0,1,9,1323507407,300,0.09715,0.10347,0.0,0
complete_sp1.0_env0.0_ecm0_11,complete,1.0,0.0,0,11,3050675040,300,0.80833,0.80833,0.0,0
complete_sp1.0_env1.0_ecm1_10,complete,1.0,1.0,1,10,157111703,300,0.81322,0.81023,0.0,0
complete_sp0.5_env0.0_ecm0_11,complete,0.5,0.0,0,11,2550734355,300,0.84277,0.83742,0.5459,0
complete_sp0.0_env0.0_ecm0_11,complete,0.0,0.0,0,11,699578909,300,0.11773,0.10801,0.0,0
complete_sp1.0_env0.0_ecm1_11,complete,1.0,0.0,1,11,3899117341,300,0.85,0.85,0.0,0
complete_sp1.0_env0.5_ecm0_11,complete,1.0,0.5,0,11,2267452615,300,0.95283,0.95251,0.8948,1
small_world_sp1.0_env0.0_ecm0_11,small_world,1.0,0.0,0,11,1811007258,300,0.857,0.84337,0.0,0
complete_sp1.0_env1.0_ecm0_11,complete,1.0,1.0,0,11,1007293947,300,0.888,0.88731,0.4721,0
small_world_sp1.0_env0.0_ecm1_11,small_world,1.0,0.0,1,11,2724757800,280,1.0,0.90313,0.3602,1
small_world_sp0.5_env0.0_ecm0_11,small_world,0.5,0.0,0,11,3319848606,300,0.59966,0.57729,0.0,0
small_world_sp0.0_env0.0_ecm0_11,small_world,0.0,0.0,0,11,1794134356,300,0.10308,0.10952,0.0,0
small_world_sp0.5_env0.0_ecm1_11,small_world,0.5,0.0,1,11,212711692,300,0.6986,0.66675,0.0,0
small_world_sp1.0_env0.5_ecm0_11,small_world,1.0,0.5,0,11,1784765288,300,0.68004,0.64949,0.0,0
small_world_sp1.0_env0.5_ecm1_11,small_world,1.0,0.5,1,11,2203837872,300,0.72222,0.69372,0.0,0
small_world_sp1.0_env1.0_ecm0_11,small_world,1.0,1.0,0,11,2128122664,300,0.47646,0.47527,0.0,0
small_world_sp0.0_env0.0_ecm1_11,small_world,0.0,0.0,1,11,3848828281,300,0.10667,0.10428,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_11,ring_lattice,1.0,0.0,1,11,3125096658,300,0.85425,0.83604,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_11,ring_lattice,1.0,0.0,0,11,799971385,300,0.85675,0.80726,0.0,0
small_world_sp1.0_env1.0_ecm1_11,small_world,1.0,1.0,1,11,702039564,300,0.57621,0.55451,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_11,ring_lattice,0.5,0.0,0,11,31510568,300,0.56545,0.53582,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_11,ring_lattice,0.0,0.0,0,11,3316251317,300,0.10109,0.1086,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_11,ring_lattice,0.5,0.0,1,11,2053990314,300,0.64484,0.63912,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_11,ring_lattice,1.0,0.5,1,11,1270850136,300,0.72396,0.69095,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_11,ring_lattice,1.0,0.5,0,11,2222536524,300,0.56875,0.56384,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_11,ring_lattice,1.0,1.0,0,11,2539589957,300,0.45034,0.44812,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_11,ring_lattice,0.0,0.0,1,11,2717302696,300,0.1011,0.11026,0.0,0
complete_sp1.0_env0.0_ecm0_12,complete,1.0,0.0,0,12,3366359327,94,1.0,0.70592,0.088,1
complete_sp1.0_env0.5_ecm1_11,complete,1.0,0.5,1,11,2282949327,300,0.93858,0.9341,0.77,0
ring_lattice_sp1.0_env1.0_ecm1_11,ring_lattice,1.0,1.0,1,11,376690177,300,0.48639,0.47995,0.0,0
complete_sp1.0_env0.0_ecm1_12,complete,1.0,0.0,1,12,91766717,71,1.0,0.69833,0.2314,1
complete_sp0.5_env0.0_ecm1_11,complete,0.5,0.0,1,11,2279430788,300,0.92617,0.92503,0.7068,1
complete_sp0.5_env0.0_ecm0_12,complete,0.5,0.0,0,12,4288040604,300,0.88421,0.90852,0.637,0
complete_sp0.0_env0.0_ecm0_12,complete,0.0,0.0,0,12,410192096,300,0.11728,0.11347,0.0,0
complete_sp1.0_env1.0_ecm1_11,complete,1.0,1.0,1,11,3138165966,300,0.92848,0.91779,0.6779,1
complete_sp1.0_env0.5_ecm0_12,complete,1.0,0.5,0,12,1270273960,300,0.95865,0.95358,0.8996,1
small_world_sp1.0_env0.0_ecm1_12,small_world,1.0,0.0,1,12,1492708561,300,0.85833,0.84307,0.0,0
small_world_sp1.0_env0.0_ecm0_12,small_world,1.0,0.0,0,12,118995512,300,0.88242,0.83843,0.0,0
complete_sp1.0_env1.0_ecm0_12,complete,1.0,1.0,0,12,3731497790,300,0.84725,0.84269,0.2252,0
small_world_sp0.5_env0.0_ecm0_12,small_world,0.5,0.0,0,12,4226621165,300,0.63461,0.59707,0.0,0
small_world_sp0.5_env0.0_ecm1_12,small_world,0.5,0.0,1,12,1702210758,300,0.66642,0.6296,0.0,0
small_world_sp0.0_env0.0_ecm0_12,small_world,0.0,0.0,0,12,2806925468,300,0.10026,0.09909,0.0,0
small_world_sp1.0_env0.5_ecm1_12,small_world,1.0,0.5,1,12,1121565091,300,0.78274,0.74683,0.0,0
small_world_sp1.0_env0.5_ecm0_12,small_world,1.0,0.5,0,12,1092152275,300,0.63209,0.62317,0.0,0
small_world_sp0.0_env0.0_ecm1_12,small_world,0.0,0.0,1,12,271042762,300,0.10181,0.1016,0.0,0
small_world_sp1.0_env1.0_ecm0_12,small_world,1.0,1.0,0,12,918025111,300,0.49301,0.48563,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_12,ring_lattice,1.0,0.0,1,12,1286239608,300,0.90833,0.87452,0.4945,0
ring_lattice_sp1.0_env0.0_ecm0_12,ring_lattice,1.0,0.0,0,12,422563425,300,0.91397,0.87691,0.5948,0
small_world_sp1.0_env1.0_ecm1_12,small_world,1.0,1.0,1,12,43201113,300,0.54768,0.50781,0.0,0
complete_sp0.5_env0.0_ecm1_12,complete,0.5,0.0,1,12,391050236,300,0.85309,0.85217,0.5671,0
ring_lattice_sp0.5_env0.0_ecm0_12,ring_lattice,0.5,0.0,0,12,3634567630,300,0.59053,0.56291,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_12,ring_lattice,0.0,0.0,0,12,2926805059,300,0.10114,0.10743,0.0,0
complete_sp1.0_env0.5_ecm1_12,complete,1.0,0.5,1,12,2220028784,300,0.90258,0.90158,0.5038,0
ring_lattice_sp1.0_env0.5_ecm0_12,ring_lattice,1.0,0.5,0,12,2859323476,300,0.64215,0.62968,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_12,ring_lattice,0.5,0.0,1,12,1503552012,300,0.63904,0.59807,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_12,ring_lattice,1.0,1.0,0,12,3569605897,300,0.49734,0.47541,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_12,ring_lattice,1.0,0.5,1,12,941323949,300,0.68081,0.68534,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_12,ring_lattice,0.0,0.0,1,12,2441152694,300,0.0992,0.10025,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_12,ring_lattice,1.0,1.0,1,12,845263502,300,0.51463,0.52621,0.0,0
complete_sp1.0_env0.0_ecm0_13,complete,1.0,0.0,0,13,4266328188,300,0.975,0.975,1.0,0
complete_sp1.0_env1.0_ecm1_12,complete,1.0,1.0,1,12,3841688005,300,0.91909,0.91825,0.6811,1
complete_sp0.0_env0.0_ecm1_10,complete,0.0,0.0,1,10,2127032354,300,0.1094,0.10449,0.0,0
complete_sp0.5_env0.0_ecm0_13,complete,0.5,0.0,0,13,2011705560,300,0.92181,0.92237,0.7083,1
complete_sp0.0_env0.0_ecm0_13,complete,0.0,0.0,0,13,1213207420,300,0.08776,0.10152,0.0,0
complete_sp1.0_env0.5_ecm0_13,complete,1.0,0.5,0,13,3648449645,300,0.95469,0.95338,0.8978,1
complete_sp1.0_env0.0_ecm1_13,complete,1.0,0.0,1,13,1786809118,300,0.93333,0.93333,1.0,0
small_world_sp1.0_env0.0_ecm1_13,small_world,1.0,0.0,1,13,2808096687,300,0.94167,0.90341,0.5599,0
small_world_sp1.0_env0.0_ecm0_13,small_world,1.0,0.0,0,13,3932226167,300,0.91404,0.86869,0.0172,0
complete_sp1.0_env1.0_ecm0_13,complete,1.0,1.0,0,13,476050951,300,0.90376,0.90584,0.6313,1
small_world_sp0.5_env0.0_ecm0_13,small_world,0.5,0.0,0,13,880923665,300,0.57557,0.56544,0.0,0
small_world_sp0.5_env0.0_ecm1_13,small_world,0.5,0.0,1,13,4163451219,300,0.56493,0.54967,0.0,0
small_world_sp0.0_env0.0_ecm0_13,small_world,0.0,0.0,0,13,2559142469,300,0.09867,0.10343,0.0,0
small_world_sp1.0_env0.5_ecm1_13,small_world,1.0,0.5,1,13,3434095276,300,0.72074,0.70672,0.0,0
