run_id,topology,select_prob,env_scalar,use_ecm,rep,seed,generations_run,final_mean_fitness,late_mean_fitness,late_frac_high,final_peaks_colonized
small_world_sp1.0_env0.5_ecm0_13,small_world,1.0,0.5,0,13,3301469289,300,0.61801,0.60895,0.0,0
small_world_sp0.0_env0.0_ecm1_13,small_world,0.0,0.0,1,13,1030211091,300,0.09921,0.09991,0.0,0
small_world_sp1.0_env1.0_ecm0_13,small_world,1.0,1.0,0,13,1565634952,300,0.513,0.49514,0.0,0
small_world_sp1.0_env1.0_ecm1_13,small_world,1.0,1.0,1,13,3192390393,300,0.51443,0.51037,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_13,ring_lattice,1.0,0.0,0,13,2085554510,300,0.91311,0.83208,0.1354,0
ring_lattice_sp1.0_env0.0_ecm1_13,ring_lattice,1.0,0.0,1,13,3986586856,300,0.9,0.8843,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_13,ring_lattice,0.5,0.0,0,13,3141697652,300,0.57994,0.54936,0.0,0
complete_sp0.5_env0.0_ecm1_13,complete,0.5,0.0,1,13,3179940339,300,0.89692,0.91234,0.6566,0
ring_lattice_sp0.0_env0.0_ecm0_13,ring_lattice,0.0,0.0,0,13,1554608577,300,0.09371,0.09826,0.0,0
complete_sp1.0_env0.5_ecm1_13,complete,1.0,0.5,1,13,3368234370,300,0.95656,0.95698,0.8948,1
ring_lattice_sp1.0_env0.5_ecm0_13,ring_lattice,1.0,0.5,0,13,3704351427,300,0.64637,0.62955,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_13,ring_lattice,0.5,0.0,1,13,108414444,300,0.68001,0.65579,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_13,ring_lattice,1.0,1.0,0,13,3587320277,300,0.44937,0.44828,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_13,ring_lattice,1.0,0.5,1,13,183851867,300,0.7118,0.6943,0.0,0
complete_sp0.0_env0.0_ecm1_12,complete,0.0,0.0,1,12,4085570474,300,0.1032,0.09976,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_13,ring_lattice,1.0,1.0,1,13,2282183242,300,0.4806,0.47557,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_13,ring_lattice,0.0,0.0,1,13,1079659633,300,0.10426,0.09974,0.0,0
complete_sp1.0_env0.0_ecm0_14,complete,1.0,0.0,0,14,88014994,300,0.89167,0.89167,0.0,0
complete_sp1.0_env0.0_ecm1_14,complete,1.0,0.0,1,14,661708594,73,1.0,0.70784,0.1875,1
complete_sp0.5_env0.0_ecm0_14,complete,0.5,0.0,0,14,3129355233,300,0.91945,0.92178,0.7046,1
complete_sp0.0_env0.0_ecm0_14,complete,0.0,0.0,0,14,2382104145,300,0.10498,0.11131,0.0,0
complete_sp0.0_env0.0_ecm1_11,complete,0.0,0.0,1,11,371676422,300,0.1086,0.11595,0.0,0
complete_sp1.0_env1.0_ecm1_13,complete,1.0,1.0,1,13,2881531524,300,0.9115,0.90171,0.5536,1
small_world_sp1.0_env0.0_ecm1_14,small_world,1.0,0.0,1,14,297482791,300,0.9,0.82132,0.0,0
complete_sp1.0_env0.5_ecm0_14,complete,1.0,0.5,0,14,95189176,300,0.9487,0.95271,0.8985,1
small_world_sp1.0_env0.0_ecm0_14,small_world,1.0,0.0,0,14,2740477601,300,0.90042,0.85471,0.0121,0
small_world_sp0.5_env0.0_ecm0_14,small_world,0.5,0.0,0,14,2430954494,300,0.62949,0.60489,0.0,0
complete_sp1.0_env1.0_ecm0_14,complete,1.0,1.0,0,14,4208736114,300,0.91003,0.89174,0.5503,1
small_world_sp0.5_env0.0_ecm1_14,small_world,0.5,0.0,1,14,1451159874,300,0.71645,0.65638,0.0,0
small_world_sp0.0_env0.0_ecm0_14,small_world,0.0,0.0,0,14,2167763817,300,0.10954,0.11597,0.0,0
small_world_sp1.0_env0.5_ecm0_14,small_world,1.0,0.5,0,14,512686952,300,0.69002,0.64167,0.0,0
small_world_sp1.0_env0.5_ecm1_14,small_world,1.0,0.5,1,14,3917184372,300,0.73885,0.72506,0.0,0
small_world_sp0.0_env0.0_ecm1_14,small_world,0.0,0.0,1,14,4255405476,300,0.09308,0.10275,0.0,0
small_world_sp1.0_env1.0_ecm0_14,small_world,1.0,1.0,0,14,1528974072,300,0.46649,0.46686,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_14,ring_lattice,1.0,0.0,0,14,446931126,300,0.88333,0.86899,0.0,0
small_world_sp1.0_env1.0_ecm1_14,small_world,1.0,1.0,1,14,3490475999,300,0.50196,0.49145,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_14,ring_lattice,0.5,0.0,0,14,2354486159,300,0.61701,0.59088,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_14,ring_lattice,1.0,0.0,1,14,2232949112,300,0.885,0.86556,0.0008,0
ring_lattice_sp0.0_env0.0_ecm0_14,ring_lattice,0.0,0.0,0,14,1553893563,300,0.09194,0.09482,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_14,ring_lattice,0.5,0.0,1,14,2811408565,300,0.65063,0.60957,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_14,ring_lattice,1.0,0.5,0,14,973971463,300,0.71611,0.69149,0.0,0
complete_sp0.5_env0.0_ecm1_14,complete,0.5,0.0,1,14,2638660776,300,0.78574,0.80915,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_14,ring_lattice,1.0,1.0,0,14,1826193238,300,0.45826,0.45452,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_14,ring_lattice,0.0,0.0,1,14,1366019242,300,0.11611,0.10834,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_14,ring_lattice,1.0,0.5,1,14,2559444042,300,0.65655,0.64365,0.0,0
complete_sp1.0_env0.0_ecm0_15,complete,1.0,0.0,0,15,1001595500,81,1.0,0.70536,0.1633,1
complete_sp1.0_env0.5_ecm1_14,complete,1.0,0.5,1,14,3719627737,300,0.95895,0.95705,0.8943,1
ring_lattice_sp1.0_env1.0_ecm1_14,ring_lattice,1.0,1.0,1,14,521985882,300,0.53796,0.53922,0.0,0
complete_sp0.0_env0.0_ecm1_13,complete,0.0,0.0,1,13,3283793140,300,0.10671,0.10508,0.0,0
complete_sp1.0_env0.0_ecm1_15,complete,1.0,0.0,1,15,1526537895,82,1.0,0.72215,0.1904,1
complete_sp0.0_env0.0_ecm0_15,complete,0.0,0.0,0,15,2290348416,300,0.11311,0.10463,0.0,0
complete_sp0.5_env0.0_ecm0_15,complete,0.5,0.0,0,15,1116062821,300,0.76421,0.77449,0.0,0
complete_sp1.0_env0.5_ecm0_15,complete,1.0,0.5,0,15,2771790427,300,0.92629,0.92967,0.7404,0
complete_sp1.0_env1.0_ecm0_15,complete,1.0,1.0,0,15,2953669323,300,0.90476,0.9081,0.6493,1
small_world_sp1.0_env0.0_ecm0_15,small_world,1.0,0.0,0,15,883396728,300,0.88788,0.84572,0.0142,0
complete_sp1.0_env1.0_ecm1_14,complete,1.0,1.0,1,14,1407646367,300,0.91851,0.9016,0.5542,1
small_world_sp1.0_env0.0_ecm1_15,small_world,1.0,0.0,1,15,2833063548,300,0.89167,0.86093,0.0,0
small_world_sp0.5_env0.0_ecm0_15,small_world,0.5,0.0,0,15,2246531923,300,0.66334,0.63148,0.0,0
small_world_sp0.0_env0.0_ecm0_15,small_world,0.0,0.0,0,15,2078146877,300,0.10244,0.10493,0.0,0
small_world_sp0.5_env0.0_ecm1_15,small_world,0.5,0.0,1,15,3255175139,300,0.65391,0.65441,0.0,0
small_world_sp1.0_env0.5_ecm0_15,small_world,1.0,0.5,0,15,3172564769,300,0.63899,0.65156,0.0,0
small_world_sp1.0_env0.5_ecm1_15,small_world,1.0,0.5,1,15,3788057281,300,0.7159,0.69122,0.0,0
small_world_sp1.0_env1.0_ecm0_15,small_world,1.0,1.0,0,15,3555762572,300,0.46642,0.44046,0.0,0
small_world_sp0.0_env0.0_ecm1_15,small_world,0.0,0.0,1,15,2752230052,300,0.10533,0.10788,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_15,ring_lattice,1.0,0.0,0,15,1927122442,300,0.85542,0.82515,0.0,0
small_world_sp1.0_env1.0_ecm1_15,small_world,1.0,1.0,1,15,208884715,300,0.48113,0.4904,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_15,ring_lattice,1.0,0.0,1,15,790339768,300,0.91375,0.84747,0.3971,0
ring_lattice_sp0.5_env0.0_ecm0_15,ring_lattice,0.5,0.0,0,15,2394665561,300,0.57163,0.53171,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_15,ring_lattice,0.0,0.0,0,15,3038597364,300,0.11091,0.10354,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_15,ring_lattice,0.5,0.0,1,15,3371157959,300,0.62787,0.61054,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_15,ring_lattice,1.0,0.5,0,15,1053076736,300,0.63947,0.63553,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_15,ring_lattice,1.0,0.5,1,15,710932115,300,0.67522,0.67522,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_15,ring_lattice,1.0,1.0,0,15,2130535478,300,0.49234,0.47319,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_15,ring_lattice,0.0,0.0,1,15,2286013184,300,0.11088,0.10483,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_15,ring_lattice,1.0,1.0,1,15,1133734589,300,0.54869,0.54334,0.0,0
complete_sp1.0_env0.0_ecm0_16,complete,1.0,0.0,0,16,3126727611,80,1.0,0.69,0.1782,1
complete_sp0.5_env0.0_ecm1_15,complete,0.5,0.0,1,15,452659604,300,0.89485,0.90475,0.6643,0
complete_sp1.0_env0.5_ecm1_15,complete,1.0,0.5,1,15,1776106739,300,0.94857,0.95676,0.8924,1
complete_sp1.0_env0.0_ecm1_16,complete,1.0,0.0,1,16,3961106682,80,1.0,0.7176,0.2279,1
complete_sp0.5_env0.0_ecm0_16,complete,0.5,0.0,0,16,4009677713,300,0.85008,0.84944,0.5699,0
complete_sp0.0_env0.0_ecm0_16,complete,0.0,0.0,0,16,4011423696,300,0.10168,0.0995,0.0,0
complete_sp1.0_env0.5_ecm0_16,complete,1.0,0.5,0,16,2713077613,300,0.95056,0.8811,0.4928,1
complete_sp1.0_env1.0_ecm1_15,complete,1.0,1.0,1,15,1232396033,300,0.92575,0.91736,0.673,1
small_world_sp1.0_env0.0_ecm1_16,small_world,1.0,0.0,1,16,1454258417,300,0.85417,0.84234,0.0,0
small_world_sp1.0_env0.0_ecm0_16,small_world,1.0,0.0,0,16,3163602568,300,0.875,0.86476,0.0,0
complete_sp1.0_env1.0_ecm0_16,complete,1.0,1.0,0,16,2645893191,300,0.83079,0.81445,0.0029,0
small_world_sp0.5_env0.0_ecm0_16,small_world,0.5,0.0,0,16,3018952120,300,0.61014,0.59982,0.0,0
small_world_sp0.5_env0.0_ecm1_16,small_world,0.5,0.0,1,16,2267016789,300,0.71694,0.66396,0.0,0
small_world_sp0.0_env0.0_ecm0_16,small_world,0.0,0.0,0,16,3340729334,300,0.10883,0.10063,0.0,0
complete_sp0.0_env0.0_ecm1_14,complete,0.0,0.0,1,14,1344502525,300,0.11199,0.1035,0.0,0
small_world_sp1.0_env0.5_ecm0_16,small_world,1.0,0.5,0,16,1920634187,300,0.72007,0.70184,0.0,0
small_world_sp1.0_env0.5_ecm1_16,small_world,1.0,0.5,1,16,3598162550,300,0.73513,0.69873,0.0,0
small_world_sp1.0_env1.0_ecm0_16,small_world,1.0,1.0,0,16,419832531,300,0.48728,0.47456,0.0,0
small_world_sp0.0_env0.0_ecm1_16,small_world,0.0,0.0,1,16,2313176761,300,0.09094,0.10118,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_16,ring_lattice,1.0,0.0,0,16,3161832411,300,0.85083,0.8,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_16,ring_lattice,1.0,0.0,1,16,427807450,300,0.8855,0.85083,0.0,0
small_world_sp1.0_env1.0_ecm1_16,small_world,1.0,1.0,1,16,1123824215,300,0.57474,0.5686,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_16,ring_lattice,0.5,0.0,0,16,3148908940,300,0.57897,0.55002,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_16,ring_lattice,0.0,0.0,0,16,2821335879,300,0.10474,0.09904,0.0,0
complete_sp1.0_env0.5_ecm1_16,complete,1.0,0.5,1,16,1005307623,300,0.95498,0.95681,0.8952,1
ring_lattice_sp0.5_env0.0_ecm1_16,ring_lattice,0.5,0.0,1,16,33429824,300,0.68108,0.62462,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_16,ring_lattice,1.0,0.5,0,16,58770648,300,0.67596,0.6376,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_16,ring_lattice,1.0,1.0,0,16,548412141,300,0.45708,0.45434,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_16,ring_lattice,1.0,0.5,1,16,1820649447,300,0.72238,0.68575,0.0,0
complete_sp0.5_env0.0_ecm1_16,complete,0.5,0.0,1,16,3541195087,300,0.90893,0.92422,0.7019,1
complete_sp1.0_env0.0_ecm0_17,complete,1.0,0.0,0,17,3574682492,80,1.0,0.72192,0.2019,1
ring_lattice_sp0.0_env0.0_ecm1_16,ring_lattice,0.0,0.0,1,16,1456104455,300,0.09887,0.09909,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_16,ring_lattice,1.0,1.0,1,16,24784212,300,0.52,0.51476,0.0,0
complete_sp1.0_env0.0_ecm1_17,complete,1.0,0.0,1,17,2116403259,71,1.0,0.70267,0.2018,1
complete_sp0.5_env0.0_ecm0_17,complete,0.5,0.0,0,17,62095890,300,0.9357,0.9241,0.7091,1
complete_sp0.0_env0.0_ecm0_17,complete,0.0,0.0,0,17,1907984704,300,0.10278,0.10093,0.0,0
complete_sp1.0_env1.0_ecm1_16,complete,1.0,1.0,1,16,1940885917,300,0.92089,0.91386,0.6549,1
complete_sp1.0_env0.5_ecm0_17,complete,1.0,0.5,0,17,1189881666,300,0.95544,0.95335,0.8968,1
small_world_sp1.0_env0.0_ecm1_17,small_world,1.0,0.0,1,17,2284571322,300,0.88333,0.87491,0.0,0
complete_sp1.0_env1.0_ecm0_17,complete,1.0,1.0,0,17,481252410,300,0.90868,0.88463,0.439,1
small_world_sp1.0_env0.0_ecm0_17,small_world,1.0,0.0,0,17,1087739967,300,0.93592,0.90813,0.7989,0
small_world_sp0.5_env0.0_ecm0_17,small_world,0.5,0.0,0,17,2280657001,300,0.63381,0.58219,0.0,0
small_world_sp0.5_env0.0_ecm1_17,small_world,0.5,0.0,1,17,2577254928,300,0.63982,0.61774,0.0,0
small_world_sp0.0_env0.0_ecm0_17,small_world,0.0,0.0,0,17,4224806000,300,0.10713,0.10519,0.0,0
complete_sp0.0_env0.0_ecm1_15,complete,0.0,0.0,1,15,2048468921,300,0.10858,0.10667,0.0,0
small_world_sp1.0_env0.5_ecm0_17,small_world,1.0,0.5,0,17,2303909777,300,0.64131,0.617,0.0,0
small_world_sp1.0_env0.5_ecm1_17,small_world,1.0,0.5,1,17,1115213289,300,0.75619,0.73465,0.0,0
small_world_sp1.0_env1.0_ecm0_17,small_world,1.0,1.0,0,17,1904231634,300,0.46517,0.46643,0.0,0
small_world_sp0.0_env0.0_ecm1_17,small_world,0.0,0.0,1,17,3738768860,300,0.11356,0.11634,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_17,ring_lattice,1.0,0.0,0,17,475431652,300,0.925,0.91389,0.9454,0
ring_lattice_sp1.0_env0.0_ecm1_17,ring_lattice,1.0,0.0,1,17,2060828743,300,0.975,0.89257,0.426,0
ring_lattice_sp0.5_env0.0_ecm0_17,ring_lattice,0.5,0.0,0,17,4190239835,300,0.6227,0.58925,0.0,0
small_world_sp1.0_env1.0_ecm1_17,small_world,1.0,1.0,1,17,3871839626,300,0.55975,0.55061,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_17,ring_lattice,0.0,0.0,0,17,2623331202,300,0.09517,0.09121,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_17,ring_lattice,0.5,0.0,1,17,2337829301,300,0.60766,0.58877,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_17,ring_lattice,1.0,0.5,0,17,3942531817,300,0.65525,0.62185,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_17,ring_lattice,1.0,0.5,1,17,760289742,300,0.67583,0.65917,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_17,ring_lattice,1.0,1.0,0,17,2712224823,300,0.48724,0.48182,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_17,ring_lattice,0.0,0.0,1,17,191917862,300,0.09719,0.10064,0.0,0
complete_sp1.0_env0.5_ecm1_17,complete,1.0,0.5,1,17,2557630925,300,0.96423,0.95724,0.8983,1
ring_lattice_sp1.0_env1.0_ecm1_17,ring_lattice,1.0,1.0,1,17,3641420316,300,0.45344,0.45394,0.0,0
complete_sp0.5_env0.0_ecm1_17,complete,0.5,0.0,1,17,26289048,300,0.897,0.90554,0.6583,0
complete_sp1.0_env0.0_ecm0_18,complete,1.0,0.0,0,18,3501044502,300,0.91667,0.91552,1.0,0
complete_sp0.5_env0.0_ecm0_18,complete,0.5,0.0,0,18,2468865256,300,0.92995,0.92351,0.7115,1
complete_sp1.0_env1.0_ecm1_17,complete,1.0,1.0,1,17,2075493775,300,0.90345,0.89607,0.5239,0
complete_sp0.0_env0.0_ecm0_18,complete,0.0,0.0,0,18,2924242921,300,0.10298,0.10624,0.0,0
complete_sp1.0_env0.5_ecm0_18,complete,1.0,0.5,0,18,3165259807,300,0.9509,0.93453,0.7973,1
complete_sp0.0_env0.0_ecm1_16,complete,0.0,0.0,1,16,1375355461,300,0.10064,0.10237,0.0,0
complete_sp1.0_env0.0_ecm1_18,complete,1.0,0.0,1,18,1249039983,300,0.975,0.975,1.0,0
small_world_sp1.0_env0.0_ecm0_18,small_world,1.0,0.0,0,18,583181628,300,0.85567,0.83245,0.0,0
small_world_sp1.0_env0.0_ecm1_18,small_world,1.0,0.0,1,18,3392572065,300,0.95,0.90437,0.4414,0
small_world_sp0.5_env0.0_ecm0_18,small_world,0.5,0.0,0,18,1482926199,300,0.62653,0.57665,0.0,0
complete_sp1.0_env1.0_ecm0_18,complete,1.0,1.0,0,18,2029453656,300,0.82507,0.82779,0.1758,0
small_world_sp0.5_env0.0_ecm1_18,small_world,0.5,0.0,1,18,1363294563,300,0.71406,0.68921,0.0,0
small_world_sp0.0_env0.0_ecm0_18,small_world,0.0,0.0,0,18,3890722745,300,0.11866,0.10856,0.0,0
small_world_sp1.0_env0.5_ecm0_18,small_world,1.0,0.5,0,18,3596765160,300,0.62924,0.60793,0.0,0
small_world_sp1.0_env0.5_ecm1_18,small_world,1.0,0.5,1,18,1592486775,300,0.67267,0.64411,0.0,0
small_world_sp1.0_env1.0_ecm0_18,small_world,1.0,1.0,0,18,1617394544,300,0.50978,0.48554,0.0,0
small_world_sp0.0_env0.0_ecm1_18,small_world,0.0,0.0,1,18,2200124233,300,0.10464,0.10334,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_18,ring_lattice,1.0,0.0,0,18,3229690402,300,0.87165,0.81724,0.0,0
small_world_sp1.0_env1.0_ecm1_18,small_world,1.0,1.0,1,18,2746526665,300,0.51571,0.49426,0.0,0
ring_lattice_sp0.5_env0.0_ecm0_18,ring_lattice,0.5,0.0,0,18,56374807,300,0.60089,0.5759,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_18,ring_lattice,1.0,0.0,1,18,3733923343,300,0.85833,0.83645,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_18,ring_lattice,0.0,0.0,0,18,3250784235,300,0.09672,0.09904,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_18,ring_lattice,0.5,0.0,1,18,391680029,300,0.58143,0.56056,0.0,0
complete_sp0.0_env0.0_ecm1_17,complete,0.0,0.0,1,17,3125963815,300,0.10641,0.10662,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_18,ring_lattice,1.0,0.5,0,18,558992732,300,0.62858,0.59433,0.0,0
complete_sp1.0_env0.5_ecm1_18,complete,1.0,0.5,1,18,3780464438,300,0.87553,0.87842,0.4998,0
ring_lattice_sp1.0_env1.0_ecm0_18,ring_lattice,1.0,1.0,0,18,2702758516,300,0.47521,0.44658,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_18,ring_lattice,1.0,0.5,1,18,3097405324,300,0.64073,0.61976,0.0,0
complete_sp0.5_env0.0_ecm1_18,complete,0.5,0.0,1,18,535109422,300,0.90049,0.90332,0.6548,0
ring_lattice_sp0.0_env0.0_ecm1_18,ring_lattice,0.0,0.0,1,18,2766100587,300,0.10392,0.10551,0.0,0
ring_lattice_sp1.0_env1.0_ecm1_18,ring_lattice,1.0,1.0,1,18,3598658446,300,0.51744,0.50807,0.0,0
complete_sp1.0_env0.0_ecm0_19,complete,1.0,0.0,0,19,4042521688,300,0.91667,0.84838,0.1218,0
complete_sp0.5_env0.0_ecm0_19,complete,0.5,0.0,0,19,2399251508,300,0.92572,0.92176,0.6991,1
complete_sp0.0_env0.0_ecm0_19,complete,0.0,0.0,0,19,1765205871,300,0.11909,0.11235,0.0,0
complete_sp1.0_env1.0_ecm1_18,complete,1.0,1.0,1,18,1430575396,300,0.89663,0.89597,0.5232,0
complete_sp1.0_env0.5_ecm0_19,complete,1.0,0.5,0,19,976767192,300,0.93394,0.93021,0.7465,0
small_world_sp1.0_env0.0_ecm1_19,small_world,1.0,0.0,1,19,2544324919,300,0.93783,0.8702,0.237,0
small_world_sp1.0_env0.0_ecm0_19,small_world,1.0,0.0,0,19,997157368,300,0.90908,0.89785,0.3036,0
complete_sp1.0_env0.0_ecm1_19,complete,1.0,0.0,1,19,2115035733,300,0.925,0.925,1.0,0
complete_sp1.0_env1.0_ecm0_19,complete,1.0,1.0,0,19,3825175626,300,0.82475,0.82125,0.1457,0
small_world_sp0.5_env0.0_ecm0_19,small_world,0.5,0.0,0,19,3699341755,300,0.61769,0.60517,0.0,0
small_world_sp0.0_env0.0_ecm0_19,small_world,0.0,0.0,0,19,81861418,300,0.1011,0.10936,0.0,0
small_world_sp0.5_env0.0_ecm1_19,small_world,0.5,0.0,1,19,568962768,300,0.66747,0.65056,0.0,0
small_world_sp1.0_env0.5_ecm1_19,small_world,1.0,0.5,1,19,3120481980,300,0.79271,0.77092,0.0,0
small_world_sp1.0_env0.5_ecm0_19,small_world,1.0,0.5,0,19,878934123,300,0.65504,0.60928,0.0,0
small_world_sp1.0_env1.0_ecm0_19,small_world,1.0,1.0,0,19,3398028823,300,0.47992,0.48849,0.0,0
small_world_sp0.0_env0.0_ecm1_19,small_world,0.0,0.0,1,19,2128285376,300,0.10545,0.1059,0.0,0
ring_lattice_sp1.0_env0.0_ecm0_19,ring_lattice,1.0,0.0,0,19,1929930815,300,0.88308,0.86251,0.0,0
ring_lattice_sp1.0_env0.0_ecm1_19,ring_lattice,1.0,0.0,1,19,457861561,299,1.0,0.89065,0.4508,1
ring_lattice_sp0.5_env0.0_ecm0_19,ring_lattice,0.5,0.0,0,19,2961321110,300,0.57633,0.57382,0.0,0
small_world_sp1.0_env1.0_ecm1_19,small_world,1.0,1.0,1,19,1188466276,300,0.53117,0.52493,0.0,0
ring_lattice_sp0.0_env0.0_ecm0_19,ring_lattice,0.0,0.0,0,19,3863187918,300,0.10032,0.10424,0.0,0
ring_lattice_sp0.5_env0.0_ecm1_19,ring_lattice,0.5,0.0,1,19,434235577,300,0.62047,0.59721,0.0,0
ring_lattice_sp1.0_env0.5_ecm0_19,ring_lattice,1.0,0.5,0,19,1430836121,300,0.6355,0.62598,0.0,0
ring_lattice_sp1.0_env0.5_ecm1_19,ring_lattice,1.0,0.5,1,19,3341448105,300,0.62311,0.60042,0.0,0
ring_lattice_sp1.0_env1.0_ecm0_19,ring_lattice,1.0,1.0,0,19,4170243251,300,0.44776,0.43979,0.0,0
ring_lattice_sp0.0_env0.0_ecm1_19,ring_lattice,0.0,0.0,1,19,4004894296,300,0.10136,0.1028,0.0,0
complete_sp0.5_env0.0_ecm1_19,complete,0.5,0.0,1,19,3078442737,300,0.84155,0.84312,0.5527,0
complete_sp1.0_env0.5_ecm1_19,complete,1.0,0.5,1,19,3188752379,300,0.86123,0.86943,0.4483,0
ring_lattice_sp1.0_env1.0_ecm1_19,ring_lattice,1.0,1.0,1,19,642479312,300,0.47045,0.45229,0.0,0
complete_sp1.0_env1.0_ecm1_19,complete,1.0,1.0,1,19,1763837838,300,0.88984,0.89597,0.5242,0
complete_sp0.0_env0.0_ecm1_18,complete,0.0,0.0,1,18,2755614304,300,0.10718,0.10986,0.0,0
complete_sp0.0_env0.0_ecm1_19,complete,0.0,0.0,1,19,1747078551,300,0.09798,0.10038,0.0,0
