run_id,topology,use_ecm,scalar,rep,seed,generations_run,final_mean_fitness,final_frac_high,final_peaks_colonized
ring_lattice_ecm0_s0.5_00,ring_lattice,0,0.5,0,22531304,320,1.0,1.0,1
ring_lattice_ecm0_s1.0_00,ring_lattice,0,1.0,0,2616290311,400,0.825,0.0,0
complete_ecm0_s0.5_00,complete,0,0.5,0,1153645037,70,1.0,1.0,1
complete_ecm0_s1.0_00,complete,0,1.0,0,596359311,68,1.0,1.0,1
ring_lattice_ecm1_s0.5_00,ring_lattice,1,0.5,0,1150107741,400,0.975,1.0,0
small_world_ecm1_s0.5_00,small_world,1,0.5,0,2478948373,248,1.0,1.0,1
small_world_ecm0_s0.5_00,small_world,0,0.5,0,2650070655,400,0.97748,1.0,1
small_world_ecm0_s1.0_00,small_world,0,1.0,0,1984250621,400,0.925,1.0,0
random_ecm0_s0.5_00,random,0,0.5,0,3917370257,379,1.0,1.0,1
random_ecm0_s1.0_00,random,0,1.0,0,3405311224,400,0.90833,1.0,0
ring_lattice_ecm1_s1.0_00,ring_lattice,1,1.0,0,1668149856,282,1.0,1.0,1
random_ecm1_s0.5_00,random,1,0.5,0,709156782,400,0.85833,0.0,0
small_world_ecm1_s1.0_00,small_world,1,1.0,0,1589604345,400,0.9,0.0,0
complete_ecm1_s0.5_00,complete,1,0.5,0,301282646,69,1.0,1.0,1
complete_ecm0_s0.5_01,complete,0,0.5,1,3269372633,90,1.0,1.0,1
random_ecm1_s1.0_00,random,1,1.0,0,3407905873,400,0.95833,1.0,0
complete_ecm0_s1.0_01,complete,0,1.0,1,3207477188,82,1.0,1.0,1
ring_lattice_ecm0_s0.5_01,ring_lattice,0,0.5,1,604706944,273,1.0,1.0,1
ring_lattice_ecm1_s0.5_01,ring_lattice,1,0.5,1,2404693554,400,0.94167,1.0,0
ring_lattice_ecm0_s1.0_01,ring_lattice,0,1.0,1,1427369572,400,0.9,0.0,0
small_world_ecm0_s0.5_01,small_world,0,0.5,1,1556725833,400,0.94167,1.0,0
small_world_ecm0_s1.0_01,small_world,0,1.0,1,1203918895,346,1.0,1.0,1
small_world_ecm1_s0.5_01,small_world,1,0.5,1,1949845267,288,1.0,1.0,1
ring_lattice_ecm1_s1.0_01,ring_lattice,1,1.0,1,136535528,400,0.9185,1.0,0
random_ecm0_s0.5_01,random,0,0.5,1,957272756,400,0.92672,0.99,0
random_ecm0_s1.0_01,random,0,1.0,1,3983326889,400,0.91667,1.0,0
random_ecm1_s0.5_01,random,1,0.5,1,852544144,400,0.91119,0.99,0
complete_ecm1_s0.5_01,complete,1,0.5,1,1547754086,81,1.0,1.0,1
small_world_ecm1_s1.0_01,small_world,1,1.0,1,416411261,400,0.91567,1.0,0
random_ecm1_s1.0_01,random,1,1.0,1,603855276,255,1.0,1.0,1
ring_lattice_ecm1_s0.5_02,ring_lattice,1,0.5,2,3974721997,322,1.0,1.0,1
ring_lattice_ecm0_s0.5_02,ring_lattice,0,0.5,2,3027637230,400,0.94167,1.0,0
complete_ecm1_s0.5_02,complete,1,0.5,2,2708069030,70,1.0,1.0,1
ring_lattice_ecm0_s1.0_02,ring_lattice,0,1.0,2,1454878450,400,0.90117,0.14,0
ring_lattice_ecm1_s1.0_02,ring_lattice,1,1.0,2,2635248029,351,1.0,1.0,1
small_world_ecm0_s0.5_02,small_world,0,0.5,2,1025439096,400,0.98333,1.0,0
small_world_ecm0_s1.0_02,small_world,0,1.0,2,3501484199,400,0.883,0.0,0
small_world_ecm1_s0.5_02,small_world,1,0.5,2,3345261964,351,1.0,1.0,1
small_world_ecm1_s1.0_02,small_world,1,1.0,2,1180062849,400,0.975,1.0,0
random_ecm1_s0.5_02,random,1,0.5,2,1789787478,400,0.975,1.0,0
random_ecm0_s0.5_02,random,0,0.5,2,2555763113,400,0.84508,0.0,0
random_ecm0_s1.0_02,random,0,1.0,2,2438939032,400,0.91778,1.0,0
complete_ecm0_s0.5_02,complete,0,0.5,2,1266198458,400,0.89167,0.0,0
random_ecm1_s1.0_02,random,1,1.0,2,1757063465,400,0.91667,1.0,0
complete_ecm0_s0.5_03,complete,0,0.5,3,2908211123,73,1.0,1.0,1
complete_ecm0_s1.0_02,complete,0,1.0,2,2706663504,400,0.90833,1.0,0
complete_ecm0_s1.0_03,complete,0,1.0,3,1478466866,86,1.0,1.0,1
ring_lattice_ecm0_s0.5_03,ring_lattice,0,0.5,3,204292053,400,0.85575,0.0,0
complete_ecm1_s0.5_03,complete,1,0.5,3,2342119530,77,1.0,1.0,1
ring_lattice_ecm1_s0.5_03,ring_lattice,1,0.5,3,1339895057,314,1.0,1.0,1
complete_ecm1_s1.0_02,complete,1,1.0,2,1706146215,106,1.0,1.0,1
ring_lattice_ecm0_s1.0_03,ring_lattice,0,1.0,3,3108162924,400,0.9437,1.0,1
small_world_ecm0_s0.5_03,small_world,0,0.5,3,2092796464,400,0.95,1.0,0
small_world_ecm0_s1.0_03,small_world,0,1.0,3,4012144985,400,0.925,1.0,0
ring_lattice_ecm1_s1.0_03,ring_lattice,1,1.0,3,493330847,400,0.92342,1.0,0
small_world_ecm1_s0.5_03,small_world,1,0.5,3,3403737051,400,0.9,0.0,0
random_ecm0_s0.5_03,random,0,0.5,3,230724687,300,1.0,1.0,1
random_ecm0_s1.0_03,random,0,1.0,3,474544111,400,0.975,1.0,0
random_ecm1_s0.5_03,random,1,0.5,3,2590617629,268,1.0,1.0,1
small_world_ecm1_s1.0_03,small_world,1,1.0,3,2032349228,400,0.975,1.0,0
random_ecm1_s1.0_03,random,1,1.0,3,1480122810,339,1.0,1.0,1
ring_lattice_ecm1_s0.5_04,ring_lattice,1,0.5,4,542527056,278,1.0,1.0,1
complete_ecm1_s0.5_04,complete,1,0.5,4,4143173315,74,1.0,1.0,1
ring_lattice_ecm0_s0.5_04,ring_lattice,0,0.5,4,456251908,398,1.0,1.0,1
ring_lattice_ecm0_s1.0_04,ring_lattice,0,1.0,4,884735540,400,0.95,1.0,0
ring_lattice_ecm1_s1.0_04,ring_lattice,1,1.0,4,4254484595,364,1.0,1.0,1
small_world_ecm1_s0.5_04,small_world,1,0.5,4,3545449793,358,1.0,1.0,1
complete_ecm1_s1.0_00,complete,1,1.0,0,3320238941,400,0.94167,1.0,0
small_world_ecm0_s0.5_04,small_world,0,0.5,4,2147098257,400,0.925,1.0,0
small_world_ecm0_s1.0_04,small_world,0,1.0,4,1040070096,400,0.89167,0.0,0
complete_ecm1_s1.0_01,complete,1,1.0,1,838180828,400,0.975,1.0,0
complete_ecm0_s0.5_04,complete,0,0.5,4,1228170026,400,0.91667,1.0,0
random_ecm0_s0.5_04,random,0,0.5,4,1552092078,400,0.91667,1.0,0
random_ecm0_s1.0_04,random,0,1.0,4,3824978603,400,0.94167,1.0,0
random_ecm1_s0.5_04,random,1,0.5,4,3036125849,400,0.86667,0.0,0
small_world_ecm1_s1.0_04,small_world,1,1.0,4,610950686,288,1.0,1.0,1
random_ecm1_s1.0_04,random,1,1.0,4,1435985019,268,1.0,1.0,1
complete_ecm0_s1.0_04,complete,0,1.0,4,928420599,400,0.975,1.0,0
complete_ecm0_s0.5_05,complete,0,0.5,5,3656902114,77,1.0,1.0,1
complete_ecm0_s1.0_05,complete,0,1.0,5,536604209,75,1.0,1.0,1
ring_lattice_ecm1_s0.5_05,ring_lattice,1,0.5,5,3452543087,400,0.91667,1.0,0
ring_lattice_ecm0_s0.5_05,ring_lattice,0,0.5,5,3456688878,400,0.91383,1.0,0
ring_lattice_ecm0_s1.0_05,ring_lattice,0,1.0,5,4019803513,400,0.93942,1.0,0
small_world_ecm0_s0.5_05,small_world,0,0.5,5,505862843,400,0.89167,0.0,0
complete_ecm1_s0.5_05,complete,1,0.5,5,1113986048,68,1.0,1.0,1
small_world_ecm1_s0.5_05,small_world,1,0.5,5,3053698322,360,1.0,1.0,1
small_world_ecm0_s1.0_05,small_world,0,1.0,5,759604251,400,1.0,1.0,1
ring_lattice_ecm1_s1.0_05,ring_lattice,1,1.0,5,927035066,400,0.94167,1.0,0
random_ecm0_s0.5_05,random,0,0.5,5,3242913674,268,1.0,1.0,1
random_ecm1_s0.5_05,random,1,0.5,5,3208841136,300,1.0,1.0,1
random_ecm0_s1.0_05,random,0,1.0,5,202624774,400,0.98626,0.98,1
small_world_ecm1_s1.0_05,small_world,1,1.0,5,292365172,400,0.90833,1.0,0
random_ecm1_s1.0_05,random,1,1.0,5,384483617,400,0.875,0.0,0
ring_lattice_ecm1_s0.5_06,ring_lattice,1,0.5,6,4015176051,266,1.0,1.0,1
complete_ecm1_s1.0_03,complete,1,1.0,3,78995821,400,0.84167,0.0,0
complete_ecm0_s1.0_06,complete,0,1.0,6,1894600260,96,1.0,1.0,1
ring_lattice_ecm0_s0.5_06,ring_lattice,0,0.5,6,2140285260,356,1.0,1.0,1
ring_lattice_ecm0_s1.0_06,ring_lattice,0,1.0,6,451481289,400,0.87858,0.0,0
complete_ecm1_s1.0_05,complete,1,1.0,5,2854909489,77,1.0,1.0,1
small_world_ecm1_s0.5_06,small_world,1,0.5,6,2032099535,400,0.975,1.0,0
small_world_ecm0_s0.5_06,small_world,0,0.5,6,2580898958,400,0.88333,0.0,0
small_world_ecm0_s1.0_06,small_world,0,1.0,6,1592332195,386,1.0,1.0,1
ring_lattice_ecm1_s1.0_06,ring_lattice,1,1.0,6,377851620,400,0.95001,1.0,0
random_ecm0_s0.5_06,random,0,0.5,6,4140668049,400,0.95,1.0,0
small_world_ecm1_s1.0_06,small_world,1,1.0,6,3621944570,400,0.93333,1.0,0
random_ecm1_s0.5_06,random,1,0.5,6,857573509,371,1.0,1.0,1
random_ecm0_s1.0_06,random,0,1.0,6,375595021,390,1.0,1.0,1
complete_ecm1_s1.0_06,complete,1,1.0,6,4061914317,76,1.0,1.0,1
random_ecm1_s1.0_06,random,1,1.0,6,3719731456,400,0.9928,0.99,1
complete_ecm0_s0.5_06,complete,0,0.5,6,813849125,400,0.90833,1.0,0
complete_ecm0_s1.0_07,complete,0,1.0,7,403403646,74,1.0,1.0,1
ring_lattice_ecm1_s0.5_07,ring_lattice,1,0.5,7,2469384567,400,0.95,1.0,0
complete_ecm1_s1.0_04,complete,1,1.0,4,3512034877,400,0.85833,0.0,0
ring_lattice_ecm0_s0.5_07,ring_lattice,0,0.5,7,3129246026,400,0.975,1.0,0
ring_lattice_ecm0_s1.0_07,ring_lattice,0,1.0,7,956245916,400,0.91667,1.0,0
small_world_ecm0_s0.5_07,small_world,0,0.5,7,1888153546,220,1.0,1.0,1
small_world_ecm1_s0.5_07,small_world,1,0.5,7,2015121576,400,0.89167,0.0,0
ring_lattice_ecm1_s1.0_07,ring_lattice,1,1.0,7,3715470902,400,0.98481,1.0,1
small_world_ecm0_s1.0_07,small_world,0,1.0,7,1443906886,400,0.88117,0.15,0
random_ecm0_s0.5_07,random,0,0.5,7,4265713474,254,1.0,1.0,1
random_ecm1_s0.5_07,random,1,0.5,7,3097076557,400,0.89167,0.0,0
small_world_ecm1_s1.0_07,small_world,1,1.0,7,1567472326,400,0.875,0.0,0
random_ecm0_s1.0_07,random,0,1.0,7,1250452532,400,0.875,0.0,0
complete_ecm1_s0.5_06,complete,1,0.5,6,361100605,400,0.91667,1.0,0
random_ecm1_s1.0_07,random,1,1.0,7,901255064,265,1.0,1.0,1
complete_ecm0_s0.5_07,complete,0,0.5,7,3476143649,400,0.9,0.0,0
ring_lattice_ecm1_s0.5_08,ring_lattice,1,0.5,8,1606013866,400,0.93333,1.0,0
complete_ecm1_s0.5_08,complete,1,0.5,8,1016898802,73,1.0,1.0,1
ring_lattice_ecm0_s0.5_08,ring_lattice,0,0.5,8,2233795563,364,1.0,1.0,1
ring_lattice_ecm0_s1.0_08,ring_lattice,0,1.0,8,3615306762,400,0.90292,0.35,0
ring_lattice_ecm1_s1.0_08,ring_lattice,1,1.0,8,3583063026,400,0.91667,1.0,0
small_world_ecm0_s0.5_08,small_world,0,0.5,8,3401694876,400,0.95,1.0,0
small_world_ecm1_s0.5_08,small_world,1,0.5,8,3311840069,400,0.925,1.0,0
small_world_ecm0_s1.0_08,small_world,0,1.0,8,2100926392,400,0.95,1.0,0
complete_ecm1_s1.0_08,complete,1,1.0,8,3538324111,77,1.0,1.0,1
random_ecm1_s0.5_08,random,1,0.5,8,3492840989,400,0.99274,0.99,1
random_ecm0_s0.5_08,random,0,0.5,8,1652845190,225,1.0,1.0,1
complete_ecm0_s0.5_08,complete,0,0.5,8,460578487,400,0.9,0.0,0
small_world_ecm1_s1.0_08,small_world,1,1.0,8,2750964397,400,0.925,1.0,0
random_ecm0_s1.0_08,random,0,1.0,8,1411439021,400,0.89167,0.0,0
complete_ecm1_s0.5_07,complete,1,0.5,7,2438782927,400,0.98333,1.0,0
complete_ecm0_s1.0_08,complete,0,1.0,8,3572786529,400,0.86667,0.0,0
random_ecm1_s1.0_08,random,1,1.0,8,2940064730,400,0.94324,0.99,0
ring_lattice_ecm1_s0.5_09,ring_lattice,1,0.5,9,4185964922,400,0.86667,0.0,0
ring_lattice_ecm0_s0.5_09,ring_lattice,0,0.5,9,3149552481,400,0.85833,0.0,0
complete_ecm1_s0.5_09,complete,1,0.5,9,481126899,78,1.0,1.0,1
ring_lattice_ecm0_s1.0_09,ring_lattice,0,1.0,9,325411829,389,1.0,1.0,1
small_world_ecm0_s0.5_09,small_world,0,0.5,9,3678957016,400,0.90833,1.0,0
small_world_ecm1_s0.5_09,small_world,1,0.5,9,683291987,400,0.875,0.0,0
ring_lattice_ecm1_s1.0_09,ring_lattice,1,1.0,9,2181103798,400,0.93333,1.0,0
small_world_ecm0_s1.0_09,small_world,0,1.0,9,1510646289,400,0.91667,1.0,0
random_ecm0_s0.5_09,random,0,0.5,9,1482362158,400,0.89386,0.0,0
small_world_ecm1_s1.0_09,small_world,1,1.0,9,3765680161,400,0.91667,1.0,0
random_ecm1_s0.5_09,random,1,0.5,9,776782317,400,0.81081,0.0,0
random_ecm0_s1.0_09,random,0,1.0,9,3838151512,400,0.90833,1.0,0
random_ecm1_s1.0_09,random,1,1.0,9,1903909926,320,1.0,1.0,1
complete_ecm1_s1.0_09,complete,1,1.0,9,1997899055,65,1.0,1.0,1
complete_ecm0_s0.5_09,complete,0,0.5,9,3327338698,400,0.91667,1.0,0
ring_lattice_ecm1_s0.5_10,ring_lattice,1,0.5,10,1835533338,400,0.92909,1.0,0
